FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1704312,American Airlines,4597,LAX,BOS,2024-09-01 09:40,2024-09-01 10:09,2024-09-01 14:40,2024-09-01 15:01,21,Air Traffic Control,True,False,Airbus A320,N89831,991
1704313,United,3340,DFW,SEA,2024-09-01 00:43,2024-09-01 00:57,2024-09-01 04:43,2024-09-01 05:09,26,Weather,False,False,Boeing 777,N59934,2077
1704314,Delta,8705,DFW,BOS,2024-09-01 07:20,2024-09-01 07:36,2024-09-01 09:20,2024-09-01 09:30,10,Air Traffic Control,True,False,Boeing 777,N47982,2925
1704315,American Airlines,9307,DFW,MIA,2024-09-01 23:01,2024-09-01 23:25,2024-09-02 03:01,2024-09-02 03:09,8,Weather,False,True,Boeing 737,N11148,2433
1704316,American Airlines,9744,DFW,BOS,2024-09-01 15:52,2024-09-01 16:14,2024-09-01 16:52,2024-09-01 17:00,8,Weather,False,False,Boeing 737,N66048,928
1704317,Delta,8558,DFW,MIA,2024-09-01 12:15,2024-09-01 12:22,2024-09-01 14:15,2024-09-01 14:41,26,Air Traffic Control,True,True,Airbus A320,N42245,1452
1704318,Southwest,5347,ORD,SFO,2024-09-01 02:35,2024-09-01 02:54,2024-09-01 04:35,2024-09-01 04:32,-3,,True,False,Boeing 777,N90007,692
1704319,United,6611,DFW,BOS,2024-09-01 02:28,2024-09-01 02:33,2024-09-01 08:28,2024-09-01 08:46,18,Weather,False,True,Boeing 737,N94461,147
1704320,American Airlines,0581,ORD,BOS,2024-09-01 09:49,2024-09-01 10:08,2024-09-01 14:49,2024-09-01 15:18,29,Weather,False,True,Boeing 777,N73876,798
1704321,Southwest,1064,ATL,SEA,2024-09-01 02:00,2024-09-01 02:23,2024-09-01 08:00,2024-09-01 08:13,13,Maintenance,True,True,Boeing 777,N90618,770
1704322,Delta,0780,LAX,SFO,2024-09-01 14:26,2024-09-01 14:27,2024-09-01 20:26,2024-09-01 20:21,-5,,True,True,Airbus A320,N61967,2989
1704323,Southwest,4921,DFW,JFK,2024-09-01 04:25,2024-09-01 04:27,2024-09-01 08:25,2024-09-01 08:53,28,Maintenance,True,True,Boeing 737,N10071,1192
1704324,United,2266,DFW,JFK,2024-09-01 11:44,2024-09-01 12:01,2024-09-01 15:44,2024-09-01 15:55,11,Weather,True,True,Boeing 777,N99032,2953
1704325,United,3707,LAX,MIA,2024-09-01 17:03,2024-09-01 17:26,2024-09-01 23:03,2024-09-01 22:56,-7,,False,False,Airbus A320,N39976,1148
1704326,United,8796,DFW,SEA,2024-09-01 00:26,2024-09-01 00:40,2024-09-01 04:26,2024-09-01 04:51,25,Maintenance,True,False,Boeing 777,N66323,232
1704327,Delta,0964,ATL,BOS,2024-09-01 22:33,2024-09-01 22:46,2024-09-02 03:33,2024-09-02 03:53,20,Maintenance,True,True,Airbus A320,N27229,2078
1704328,United,8909,LAX,SFO,2024-09-01 11:57,2024-09-01 12:04,2024-09-01 14:57,2024-09-01 15:13,16,Air Traffic Control,True,False,Boeing 777,N49768,675
1704329,Delta,6117,DFW,SFO,2024-09-01 05:44,2024-09-01 05:50,2024-09-01 07:44,2024-09-01 08:05,21,Maintenance,True,False,Boeing 737,N66327,1475
1704330,United,2815,ORD,MIA,2024-09-01 05:51,2024-09-01 06:00,2024-09-01 07:51,2024-09-01 07:55,4,Air Traffic Control,True,True,Boeing 737,N14367,250
1704331,American Airlines,5717,LAX,SFO,2024-09-01 17:52,2024-09-01 17:53,2024-09-01 22:52,2024-09-01 22:59,7,Maintenance,True,True,Boeing 737,N80241,2583
1704332,United,4905,LAX,BOS,2024-09-01 03:54,2024-09-01 04:14,2024-09-01 05:54,2024-09-01 05:48,-6,,False,False,Boeing 777,N58061,2394
1704333,Delta,6486,ATL,BOS,2024-09-01 19:58,2024-09-01 20:26,2024-09-01 22:58,2024-09-01 22:51,-7,,False,False,Boeing 777,N16476,287
1704334,American Airlines,5060,ATL,BOS,2024-09-01 22:49,2024-09-01 23:13,2024-09-02 00:49,2024-09-02 00:57,8,Maintenance,False,False,Airbus A320,N30706,2743
1704335,United,1195,ORD,SFO,2024-09-01 22:37,2024-09-01 23:03,2024-09-01 23:37,2024-09-01 23:38,1,Weather,False,False,Boeing 777,N84637,978
1704336,Southwest,8591,JFK,SFO,2024-09-01 04:07,2024-09-01 04:22,2024-09-01 05:07,2024-09-01 05:33,26,Weather,True,True,Boeing 737,N75617,837
1704337,American Airlines,7127,LAX,SEA,2024-09-01 14:01,2024-09-01 14:20,2024-09-01 18:01,2024-09-01 18:08,7,Weather,False,True,Airbus A320,N84295,721
1704338,United,3101,ORD,JFK,2024-09-01 03:50,2024-09-01 04:10,2024-09-01 08:50,2024-09-01 08:43,-7,,False,False,Boeing 777,N48037,890
1704339,Delta,1082,ORD,SFO,2024-09-01 02:31,2024-09-01 02:59,2024-09-01 07:31,2024-09-01 07:54,23,Maintenance,False,False,Airbus A320,N62051,2662
1704340,Delta,0689,LAX,BOS,2024-09-01 11:59,2024-09-01 12:21,2024-09-01 15:59,2024-09-01 16:21,22,Weather,True,True,Boeing 737,N85345,1000
1704341,American Airlines,3425,DFW,JFK,2024-09-01 21:11,2024-09-01 21:30,2024-09-02 02:11,2024-09-02 02:09,-2,,False,False,Boeing 777,N86279,2561
1704342,Delta,1563,DFW,BOS,2024-09-01 04:03,2024-09-01 04:04,2024-09-01 10:03,2024-09-01 10:05,2,Air Traffic Control,True,True,Boeing 737,N31314,828
1704343,United,0431,ATL,SEA,2024-09-01 16:09,2024-09-01 16:39,2024-09-01 18:09,2024-09-01 18:00,-9,,True,False,Airbus A320,N66332,863
1704344,Delta,7688,LAX,MIA,2024-09-01 16:44,2024-09-01 17:12,2024-09-01 21:44,2024-09-01 22:03,19,Air Traffic Control,False,False,Boeing 737,N98106,2396
1704345,Delta,1885,DFW,SFO,2024-09-01 20:48,2024-09-01 21:05,2024-09-02 01:48,2024-09-02 02:07,19,Weather,True,True,Boeing 777,N16466,2556
1704346,Southwest,6723,DFW,BOS,2024-09-01 16:12,2024-09-01 16:21,2024-09-01 17:12,2024-09-01 17:32,20,Weather,True,False,Boeing 737,N54898,263
1704347,American Airlines,5282,ATL,SFO,2024-09-01 08:49,2024-09-01 09:01,2024-09-01 10:49,2024-09-01 11:11,22,Weather,False,True,Airbus A320,N88904,2763
1704348,American Airlines,4994,ORD,BOS,2024-09-01 05:16,2024-09-01 05:36,2024-09-01 10:16,2024-09-01 10:33,17,Maintenance,True,False,Boeing 737,N37918,1623
1704349,American Airlines,3284,DFW,SEA,2024-09-01 17:47,2024-09-01 18:11,2024-09-01 20:47,2024-09-01 21:12,25,Weather,False,True,Airbus A320,N40983,2112
1704350,Delta,1541,JFK,SEA,2024-09-01 12:54,2024-09-01 13:17,2024-09-01 17:54,2024-09-01 18:11,17,Weather,True,True,Boeing 737,N66659,1393
1704351,United,6211,ATL,MIA,2024-09-01 04:15,2024-09-01 04:39,2024-09-01 07:15,2024-09-01 07:17,2,Weather,False,True,Boeing 737,N28734,2218
1704352,Southwest,2627,ATL,SFO,2024-09-01 08:10,2024-09-01 08:29,2024-09-01 14:10,2024-09-01 14:34,24,Maintenance,False,False,Boeing 737,N95148,2855
1704353,Delta,8716,JFK,SFO,2024-09-01 12:27,2024-09-01 12:53,2024-09-01 18:27,2024-09-01 18:41,14,Weather,True,False,Boeing 777,N34780,2699
1704354,Delta,2638,ATL,BOS,2024-09-01 12:18,2024-09-01 12:40,2024-09-01 14:18,2024-09-01 14:10,-8,,False,False,Airbus A320,N35691,505
1704355,Delta,7945,JFK,BOS,2024-09-01 13:14,2024-09-01 13:21,2024-09-01 16:14,2024-09-01 16:13,-1,,True,False,Boeing 777,N68962,930
1704356,Southwest,3878,LAX,BOS,2024-09-01 05:08,2024-09-01 05:29,2024-09-01 08:08,2024-09-01 08:20,12,Air Traffic Control,False,False,Boeing 777,N45066,2730
1704357,United,0747,ATL,JFK,2024-09-01 01:43,2024-09-01 02:09,2024-09-01 04:43,2024-09-01 05:04,21,Air Traffic Control,True,True,Boeing 737,N71532,1199
1704358,American Airlines,8670,ATL,SFO,2024-09-01 21:45,2024-09-01 22:14,2024-09-02 03:45,2024-09-02 03:41,-4,,True,True,Boeing 777,N35040,2391
1704359,Delta,8989,ATL,SFO,2024-09-01 13:50,2024-09-01 13:53,2024-09-01 17:50,2024-09-01 18:11,21,Air Traffic Control,True,False,Boeing 777,N48649,2972
1704360,American Airlines,9923,DFW,SEA,2024-09-01 18:44,2024-09-01 19:03,2024-09-01 20:44,2024-09-01 20:43,-1,,True,True,Boeing 737,N13486,500
1704361,American Airlines,6278,ORD,MIA,2024-09-01 01:43,2024-09-01 02:13,2024-09-01 04:43,2024-09-01 04:45,2,Air Traffic Control,True,True,Boeing 777,N10110,684
1704362,Southwest,4990,JFK,MIA,2024-09-01 01:09,2024-09-01 01:36,2024-09-01 03:09,2024-09-01 03:19,10,Air Traffic Control,False,False,Airbus A320,N50513,400
1704363,United,8173,DFW,BOS,2024-09-01 22:27,2024-09-01 22:38,2024-09-01 23:27,2024-09-01 23:43,16,Weather,True,True,Airbus A320,N37641,2167
1704364,American Airlines,0974,ATL,MIA,2024-09-01 12:51,2024-09-01 12:58,2024-09-01 14:51,2024-09-01 14:51,0,,True,False,Boeing 737,N12157,850
1704365,United,7710,LAX,SEA,2024-09-01 18:06,2024-09-01 18:08,2024-09-01 20:06,2024-09-01 20:13,7,Maintenance,False,False,Boeing 777,N81211,2706
1704366,American Airlines,2321,LAX,SFO,2024-09-01 13:05,2024-09-01 13:17,2024-09-01 17:05,2024-09-01 17:02,-3,,True,True,Boeing 737,N40896,986
1704367,United,8413,ORD,JFK,2024-09-01 03:03,2024-09-01 03:27,2024-09-01 07:03,2024-09-01 07:30,27,Air Traffic Control,True,False,Boeing 737,N57531,336
1704368,American Airlines,8841,ATL,MIA,2024-09-01 06:17,2024-09-01 06:27,2024-09-01 10:17,2024-09-01 10:34,17,Maintenance,False,False,Airbus A320,N27290,2895
1704369,American Airlines,7213,DFW,MIA,2024-09-01 03:52,2024-09-01 04:19,2024-09-01 09:52,2024-09-01 09:53,1,Maintenance,False,True,Boeing 737,N39473,1533
1704370,Delta,0891,LAX,SFO,2024-09-01 03:28,2024-09-01 03:52,2024-09-01 08:28,2024-09-01 08:34,6,Maintenance,False,True,Airbus A320,N14750,1804
1704371,Southwest,3704,JFK,SEA,2024-09-01 07:45,2024-09-01 07:54,2024-09-01 10:45,2024-09-01 10:58,13,Weather,True,True,Airbus A320,N71208,1213
1704372,United,3899,JFK,BOS,2024-09-01 15:03,2024-09-01 15:29,2024-09-01 17:03,2024-09-01 17:08,5,Weather,True,True,Airbus A320,N23997,2415
1704373,American Airlines,3311,DFW,JFK,2024-09-01 22:29,2024-09-01 22:50,2024-09-01 23:29,2024-09-01 23:51,22,Maintenance,False,True,Airbus A320,N99491,722
1704374,United,3341,DFW,SEA,2024-09-01 23:50,2024-09-01 23:59,2024-09-02 01:50,2024-09-02 01:49,-1,,True,False,Boeing 737,N99703,1549
1704375,American Airlines,5956,JFK,MIA,2024-09-01 13:36,2024-09-01 13:44,2024-09-01 19:36,2024-09-01 19:44,8,Air Traffic Control,False,False,Boeing 737,N99309,2263
1704376,American Airlines,9228,ATL,SFO,2024-09-01 17:40,2024-09-01 17:42,2024-09-01 20:40,2024-09-01 20:31,-9,,False,True,Boeing 737,N98809,559
1704377,Delta,8523,ATL,JFK,2024-09-01 23:50,2024-09-01 23:57,2024-09-02 05:50,2024-09-02 05:50,0,,True,True,Boeing 777,N15234,1533
1704378,Southwest,6125,JFK,BOS,2024-09-01 01:45,2024-09-01 01:57,2024-09-01 04:45,2024-09-01 04:44,-1,,False,False,Airbus A320,N24134,2114
1704379,Delta,2675,JFK,BOS,2024-09-01 22:30,2024-09-01 22:32,2024-09-02 03:30,2024-09-02 03:21,-9,,True,False,Boeing 737,N28614,2516
1704380,Southwest,4990,ATL,SEA,2024-09-01 00:30,2024-09-01 00:57,2024-09-01 03:30,2024-09-01 03:39,9,Weather,True,True,Airbus A320,N17432,2660
1704381,Delta,5222,JFK,SFO,2024-09-01 00:41,2024-09-01 00:58,2024-09-01 02:41,2024-09-01 02:49,8,Air Traffic Control,False,False,Boeing 777,N54019,1025
1704382,American Airlines,9471,ATL,MIA,2024-09-01 16:04,2024-09-01 16:26,2024-09-01 18:04,2024-09-01 18:28,24,Air Traffic Control,True,True,Boeing 737,N23747,1872
1704383,American Airlines,8388,LAX,JFK,2024-09-01 12:54,2024-09-01 13:07,2024-09-01 15:54,2024-09-01 15:58,4,Maintenance,True,True,Boeing 737,N27692,185
1704384,United,0197,ORD,MIA,2024-09-01 03:51,2024-09-01 04:04,2024-09-01 09:51,2024-09-01 10:06,15,Maintenance,False,True,Boeing 737,N41056,2125
1704385,American Airlines,5887,LAX,SEA,2024-09-01 04:23,2024-09-01 04:29,2024-09-01 06:23,2024-09-01 06:27,4,Weather,True,True,Airbus A320,N62982,473
1704386,Southwest,8659,LAX,BOS,2024-09-01 11:59,2024-09-01 12:04,2024-09-01 15:59,2024-09-01 16:22,23,Air Traffic Control,False,False,Boeing 737,N71734,1979
1704387,United,2760,ATL,BOS,2024-09-01 16:19,2024-09-01 16:25,2024-09-01 22:19,2024-09-01 22:20,1,Weather,True,False,Boeing 777,N57459,1110
1704388,American Airlines,3492,LAX,SEA,2024-09-01 05:33,2024-09-01 05:55,2024-09-01 07:33,2024-09-01 08:02,29,Air Traffic Control,True,False,Airbus A320,N60113,502
1704389,American Airlines,3411,DFW,BOS,2024-09-01 05:07,2024-09-01 05:33,2024-09-01 08:07,2024-09-01 08:35,28,Air Traffic Control,True,True,Boeing 737,N74275,2299
1704390,Southwest,5895,ORD,MIA,2024-09-01 19:00,2024-09-01 19:16,2024-09-01 22:00,2024-09-01 22:09,9,Weather,True,True,Boeing 737,N80183,2344
1704391,American Airlines,4627,ATL,MIA,2024-09-01 12:20,2024-09-01 12:37,2024-09-01 15:20,2024-09-01 15:21,1,Air Traffic Control,False,True,Airbus A320,N89562,427
1704392,American Airlines,8671,ORD,MIA,2024-09-01 23:07,2024-09-01 23:18,2024-09-02 00:07,2024-09-02 00:22,15,Weather,True,False,Boeing 737,N42233,1797
1704393,Delta,1256,ORD,JFK,2024-09-01 17:21,2024-09-01 17:45,2024-09-01 19:21,2024-09-01 19:21,0,,True,False,Airbus A320,N40178,2339
1704394,Southwest,2774,ATL,SEA,2024-09-01 07:35,2024-09-01 07:52,2024-09-01 11:35,2024-09-01 11:56,21,Weather,False,False,Boeing 737,N42505,1480
1704395,United,8185,JFK,MIA,2024-09-01 09:57,2024-09-01 10:18,2024-09-01 10:57,2024-09-01 11:23,26,Weather,False,False,Boeing 777,N14726,639
1704396,United,8121,LAX,MIA,2024-09-01 12:23,2024-09-01 12:43,2024-09-01 14:23,2024-09-01 14:26,3,Weather,False,True,Airbus A320,N59735,925
1704397,American Airlines,3564,ORD,MIA,2024-09-01 18:47,2024-09-01 18:58,2024-09-01 19:47,2024-09-01 19:37,-10,,False,False,Boeing 737,N92438,2477
1704398,United,7531,LAX,SEA,2024-09-01 00:10,2024-09-01 00:19,2024-09-01 01:10,2024-09-01 01:27,17,Air Traffic Control,False,True,Boeing 737,N87801,1274
1704399,United,6360,ATL,JFK,2024-09-01 02:11,2024-09-01 02:34,2024-09-01 05:11,2024-09-01 05:10,-1,,True,True,Boeing 737,N94069,1148
1704400,United,7685,LAX,JFK,2024-09-01 04:13,2024-09-01 04:19,2024-09-01 06:13,2024-09-01 06:06,-7,,True,True,Boeing 777,N13441,516
1704401,United,3505,LAX,JFK,2024-09-01 06:12,2024-09-01 06:36,2024-09-01 10:12,2024-09-01 10:13,1,Maintenance,True,False,Boeing 737,N26954,1442
1704402,Southwest,0987,ORD,BOS,2024-09-01 03:35,2024-09-01 03:53,2024-09-01 06:35,2024-09-01 06:26,-9,,True,False,Boeing 737,N75437,2732
1704403,United,3039,ATL,BOS,2024-09-01 14:18,2024-09-01 14:20,2024-09-01 16:18,2024-09-01 16:23,5,Maintenance,True,True,Boeing 777,N74710,1549
1704404,Southwest,1951,ATL,BOS,2024-09-01 22:59,2024-09-01 23:13,2024-09-02 01:59,2024-09-02 02:18,19,Weather,True,False,Airbus A320,N13286,2228
1704405,United,6844,JFK,MIA,2024-09-01 01:11,2024-09-01 01:27,2024-09-01 07:11,2024-09-01 07:17,6,Maintenance,False,True,Boeing 737,N10558,1546
1704406,United,4553,JFK,SEA,2024-09-01 02:21,2024-09-01 02:42,2024-09-01 03:21,2024-09-01 03:19,-2,,True,True,Airbus A320,N52991,1368
1704407,Delta,0072,DFW,MIA,2024-09-01 20:57,2024-09-01 21:21,2024-09-01 21:57,2024-09-01 22:24,27,Weather,False,True,Boeing 777,N60484,2491
1704408,American Airlines,1185,JFK,MIA,2024-09-01 15:54,2024-09-01 15:59,2024-09-01 21:54,2024-09-01 22:05,11,Weather,False,False,Boeing 737,N31883,2147
1704409,Delta,8038,JFK,SFO,2024-09-01 01:02,2024-09-01 01:26,2024-09-01 03:02,2024-09-01 03:14,12,Air Traffic Control,False,False,Boeing 777,N40816,1858
1704410,Delta,5161,ORD,SEA,2024-09-01 11:16,2024-09-01 11:17,2024-09-01 17:16,2024-09-01 17:33,17,Weather,False,True,Boeing 777,N82285,858
1704411,American Airlines,4815,ATL,SEA,2024-09-01 16:49,2024-09-01 16:57,2024-09-01 17:49,2024-09-01 18:15,26,Maintenance,True,False,Airbus A320,N14424,1748
1704412,American Airlines,9808,ATL,JFK,2024-09-01 04:40,2024-09-01 04:54,2024-09-01 08:40,2024-09-01 08:43,3,Maintenance,True,False,Airbus A320,N23519,1045
1704413,United,1254,ATL,SFO,2024-09-01 04:01,2024-09-01 04:06,2024-09-01 05:01,2024-09-01 05:23,22,Air Traffic Control,False,True,Boeing 777,N17224,1418
1704414,American Airlines,2906,JFK,SEA,2024-09-01 00:42,2024-09-01 00:53,2024-09-01 04:42,2024-09-01 05:06,24,Weather,False,True,Airbus A320,N95835,2740
1704415,American Airlines,0246,JFK,BOS,2024-09-01 13:06,2024-09-01 13:33,2024-09-01 16:06,2024-09-01 16:10,4,Maintenance,False,True,Boeing 777,N11934,1689
1704416,Southwest,8341,JFK,SFO,2024-09-01 16:04,2024-09-01 16:32,2024-09-01 22:04,2024-09-01 22:06,2,Maintenance,True,True,Airbus A320,N91803,2574
1704417,Delta,7945,ORD,JFK,2024-09-01 23:24,2024-09-01 23:29,2024-09-02 02:24,2024-09-02 02:20,-4,,False,False,Boeing 777,N12455,1442
1704418,Delta,2551,ATL,SFO,2024-09-01 16:24,2024-09-01 16:35,2024-09-01 21:24,2024-09-01 21:43,19,Air Traffic Control,True,False,Boeing 777,N36880,1077
1704419,Delta,9724,ORD,BOS,2024-09-01 18:00,2024-09-01 18:20,2024-09-01 19:00,2024-09-01 18:55,-5,,True,True,Boeing 737,N87012,712
1704420,American Airlines,8354,DFW,SEA,2024-09-01 03:05,2024-09-01 03:23,2024-09-01 05:05,2024-09-01 05:03,-2,,True,True,Airbus A320,N35872,480
1704421,Delta,5750,LAX,SFO,2024-09-01 13:08,2024-09-01 13:37,2024-09-01 17:08,2024-09-01 17:03,-5,,True,False,Boeing 777,N52927,686
1704422,United,8067,ATL,SEA,2024-09-01 11:14,2024-09-01 11:31,2024-09-01 14:14,2024-09-01 14:32,18,Weather,False,True,Boeing 777,N56918,1447
1704423,Delta,8624,JFK,BOS,2024-09-01 21:13,2024-09-01 21:30,2024-09-02 02:13,2024-09-02 02:39,26,Weather,True,True,Boeing 777,N21768,162
1704424,Southwest,0911,DFW,SFO,2024-09-01 00:11,2024-09-01 00:31,2024-09-01 03:11,2024-09-01 03:28,17,Air Traffic Control,True,True,Airbus A320,N41217,818
1704425,Delta,7246,LAX,BOS,2024-09-01 18:56,2024-09-01 19:09,2024-09-01 22:56,2024-09-01 23:26,30,Weather,True,False,Boeing 737,N88951,2298
1704426,United,5332,ORD,MIA,2024-09-01 10:46,2024-09-01 11:01,2024-09-01 12:46,2024-09-01 13:01,15,Weather,False,True,Boeing 777,N97137,333
1704427,Delta,6763,ORD,SFO,2024-09-01 22:34,2024-09-01 22:46,2024-09-02 03:34,2024-09-02 03:59,25,Maintenance,True,False,Boeing 777,N73938,2538
1704428,United,0874,LAX,BOS,2024-09-01 21:41,2024-09-01 21:47,2024-09-01 22:41,2024-09-01 23:09,28,Maintenance,False,True,Boeing 737,N28561,472
1704429,Southwest,5339,ORD,BOS,2024-09-01 17:47,2024-09-01 18:12,2024-09-01 19:47,2024-09-01 19:47,0,,True,True,Airbus A320,N98066,2467
1704430,American Airlines,3062,JFK,SFO,2024-09-01 14:21,2024-09-01 14:45,2024-09-01 16:21,2024-09-01 16:49,28,Air Traffic Control,True,False,Boeing 737,N68118,189
1704431,Delta,6679,JFK,MIA,2024-09-01 05:37,2024-09-01 05:42,2024-09-01 07:37,2024-09-01 07:53,16,Maintenance,True,True,Boeing 777,N69345,2667
1704432,United,5140,LAX,JFK,2024-09-01 01:52,2024-09-01 02:19,2024-09-01 03:52,2024-09-01 04:02,10,Air Traffic Control,True,False,Airbus A320,N73971,1227
1704433,Delta,3492,DFW,JFK,2024-09-01 10:09,2024-09-01 10:39,2024-09-01 14:09,2024-09-01 14:14,5,Weather,True,True,Airbus A320,N46104,810
1704434,American Airlines,4995,ATL,BOS,2024-09-01 21:54,2024-09-01 21:56,2024-09-02 03:54,2024-09-02 03:57,3,Weather,True,True,Airbus A320,N76011,190
1704435,Southwest,6163,LAX,SEA,2024-09-01 02:55,2024-09-01 03:25,2024-09-01 07:55,2024-09-01 08:07,12,Maintenance,True,False,Boeing 737,N24779,675
1704436,Southwest,8153,JFK,BOS,2024-09-01 12:01,2024-09-01 12:29,2024-09-01 16:01,2024-09-01 16:03,2,Maintenance,False,False,Boeing 737,N49408,2893
1704437,United,7660,LAX,JFK,2024-09-01 17:50,2024-09-01 17:58,2024-09-01 18:50,2024-09-01 18:43,-7,,False,False,Boeing 777,N75415,553
1704438,Southwest,4990,ORD,SFO,2024-09-01 02:39,2024-09-01 03:04,2024-09-01 07:39,2024-09-01 07:35,-4,,True,True,Airbus A320,N71226,635
1704439,American Airlines,1594,ORD,BOS,2024-09-01 21:36,2024-09-01 21:46,2024-09-02 02:36,2024-09-02 02:51,15,Weather,True,True,Boeing 737,N11797,1095
1704440,United,9893,ORD,MIA,2024-09-01 07:11,2024-09-01 07:34,2024-09-01 13:11,2024-09-01 13:05,-6,,True,False,Boeing 737,N80736,581
1704441,United,0221,LAX,JFK,2024-09-01 05:09,2024-09-01 05:12,2024-09-01 06:09,2024-09-01 06:36,27,Weather,True,True,Airbus A320,N61762,1534
1704442,American Airlines,4303,JFK,BOS,2024-09-01 18:52,2024-09-01 19:03,2024-09-01 20:52,2024-09-01 21:08,16,Maintenance,False,True,Boeing 777,N17274,2940
1704443,Delta,1782,ATL,BOS,2024-09-01 20:17,2024-09-01 20:20,2024-09-02 00:17,2024-09-02 00:30,13,Air Traffic Control,True,True,Boeing 777,N85391,880
1704444,Delta,5411,ATL,BOS,2024-09-01 13:12,2024-09-01 13:18,2024-09-01 18:12,2024-09-01 18:41,29,Weather,False,True,Boeing 777,N60645,411
1704445,Delta,3814,DFW,JFK,2024-09-01 14:16,2024-09-01 14:23,2024-09-01 16:16,2024-09-01 16:39,23,Maintenance,False,True,Boeing 777,N36719,2385
1704446,United,9849,ORD,BOS,2024-09-01 18:22,2024-09-01 18:51,2024-09-01 22:22,2024-09-01 22:23,1,Weather,False,False,Airbus A320,N59072,1343
1704447,Southwest,3395,ATL,SEA,2024-09-01 14:10,2024-09-01 14:32,2024-09-01 17:10,2024-09-01 17:17,7,Maintenance,False,False,Boeing 777,N81431,2948
1704448,Southwest,8025,ATL,JFK,2024-09-01 20:46,2024-09-01 20:47,2024-09-01 21:46,2024-09-01 22:07,21,Air Traffic Control,False,True,Airbus A320,N22814,1586
1704449,Southwest,7204,LAX,JFK,2024-09-01 21:09,2024-09-01 21:25,2024-09-02 00:09,2024-09-02 00:04,-5,,False,False,Boeing 737,N71344,1673
1704450,Delta,6140,ORD,MIA,2024-09-01 01:53,2024-09-01 01:57,2024-09-01 05:53,2024-09-01 06:02,9,Weather,False,False,Airbus A320,N37490,936
1704451,Southwest,1853,ORD,SFO,2024-09-01 17:20,2024-09-01 17:20,2024-09-01 20:20,2024-09-01 20:24,4,Maintenance,True,False,Boeing 777,N61258,681
1704452,Southwest,5854,ORD,MIA,2024-09-01 01:38,2024-09-01 01:57,2024-09-01 02:38,2024-09-01 02:53,15,Air Traffic Control,False,True,Airbus A320,N24965,2878
1704453,American Airlines,5138,ORD,SEA,2024-09-01 09:05,2024-09-01 09:15,2024-09-01 11:05,2024-09-01 11:17,12,Maintenance,False,False,Boeing 777,N79420,934
1704454,Delta,2384,ORD,BOS,2024-09-01 09:29,2024-09-01 09:51,2024-09-01 13:29,2024-09-01 13:32,3,Weather,True,False,Boeing 737,N73165,2142
1704455,United,2025,ORD,MIA,2024-09-01 00:25,2024-09-01 00:48,2024-09-01 02:25,2024-09-01 02:41,16,Air Traffic Control,False,False,Airbus A320,N47413,766
1704456,Southwest,1464,DFW,JFK,2024-09-01 08:41,2024-09-01 09:07,2024-09-01 13:41,2024-09-01 13:35,-6,,True,True,Airbus A320,N57247,1452
1704457,Delta,6968,JFK,MIA,2024-09-01 23:02,2024-09-01 23:06,2024-09-02 02:02,2024-09-02 02:13,11,Weather,False,True,Airbus A320,N14619,1803
1704458,Delta,1805,LAX,JFK,2024-09-01 17:15,2024-09-01 17:21,2024-09-01 19:15,2024-09-01 19:42,27,Weather,False,True,Boeing 737,N22949,2828
1704459,Delta,2149,DFW,SEA,2024-09-01 06:22,2024-09-01 06:38,2024-09-01 11:22,2024-09-01 11:38,16,Air Traffic Control,True,True,Boeing 737,N70685,738
1704460,Delta,8278,JFK,SEA,2024-09-01 02:44,2024-09-01 02:45,2024-09-01 08:44,2024-09-01 08:37,-7,,True,False,Airbus A320,N48242,960
1704461,American Airlines,3383,JFK,MIA,2024-09-01 23:22,2024-09-01 23:49,2024-09-02 04:22,2024-09-02 04:32,10,Maintenance,True,False,Boeing 777,N82410,1861
